,enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1099,2954,city_159,0.843,Male,Has relevant experience,Part time course,Graduate,STEM,21,10-49,Funded Startup,1,76,0.0
1101,24845,city_103,0.92,Male,No relevant experience,No enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,332,0.0
1103,12810,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,5,12,0.0
1105,10429,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,5,31,0.0
1106,18781,city_136,0.897,Unknown,Has relevant experience,Part time course,Graduate,STEM,4,50-99,Unknown,1,20,1.0
1107,21189,city_13,0.8270000000000001,Male,Has relevant experience,No enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,25,0.0
1108,19996,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,37,0.0
1109,24837,city_103,0.92,Female,Has relevant experience,Full time course,Graduate,STEM,5,100-500,Funded Startup,1,55,1.0
1110,4955,city_136,0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,4,10-49,Pvt Ltd,1,39,0.0
1111,32766,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,14,100-500,Funded Startup,4,110,0.0
1112,6209,city_21,0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,18,100-500,Pvt Ltd,5,50,0.0
1113,24293,city_21,0.624,Female,Has relevant experience,Full time course,Graduate,STEM,0,50-99,Pvt Ltd,1,49,0.0
1114,28090,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,100-500,NGO,2,107,0.0
1115,11842,city_46,0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,3,0-10,Early Stage Startup,2,109,1.0
1116,13211,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,Unknown,5,80,1.0
1117,26309,city_114,0.926,Male,No relevant experience,Full time course,Graduate,STEM,14,10-49,Pvt Ltd,1,47,1.0
1118,4832,city_91,0.691,Male,Has relevant experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,1,48,0.0
1120,27278,city_160,0.92,Female,Has relevant experience,No enrollment,Masters,STEM,11,1000-4999,Unknown,2,332,0.0
1121,32853,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,21,100-500,Funded Startup,1,3,0.0
1122,3264,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,2,90,1.0
1123,9997,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,7,1000-4999,Pvt Ltd,4,44,0.0
1125,20570,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,0,Unknown,Unknown,1,232,0.0
1126,11907,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,1,56,0.0
1127,28629,city_160,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,78,1.0
1128,31388,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,45,0.0
1129,14538,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0,17,1.0
1131,32099,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,3,66,1.0
1132,6356,city_160,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,19,Unknown,Unknown,1,32,0.0
1133,16058,city_160,0.92,Male,Has relevant experience,No enrollment,Unknown,Unknown,19,0-10,Pvt Ltd,1,35,0.0
1134,10198,city_105,0.794,Male,Has relevant experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,5,3,0.0
1135,24993,city_162,0.767,Male,Has relevant experience,Unknown,Graduate,STEM,7,50-99,Unknown,1,91,0.0
1136,28864,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Pvt Ltd,4,83,1.0
1137,1206,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,50-99,Pvt Ltd,5,54,0.0
1138,14412,city_160,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,65,0.0
1139,19987,city_136,0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,9,50-99,Unknown,3,7,0.0
1140,15586,city_115,0.789,Male,Has relevant experience,Part time course,Masters,STEM,11,10-49,Pvt Ltd,3,47,0.0
1142,19783,city_16,0.91,Male,No relevant experience,No enrollment,Graduate,STEM,16,100-500,Public Sector,1,4,1.0
1143,15763,city_97,0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,24,0.0
1144,6433,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,26,0.0
1145,7881,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,10,0-10,Pvt Ltd,1,38,0.0
1146,9237,city_65,0.802,Unknown,Has relevant experience,No enrollment,Phd,STEM,17,50-99,Pvt Ltd,5,41,1.0
1147,26656,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,5,200,0.0
1149,27036,city_61,0.913,Male,No relevant experience,Full time course,High School,Unknown,5,10-49,Unknown,1,36,0.0
1150,8304,city_45,0.89,Male,Has relevant experience,No enrollment,Graduate,Other,5,50-99,Pvt Ltd,0,82,1.0
1151,16458,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,5,10-49,Public Sector,4,74,0.0
1152,16138,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,Unknown,2,61,1.0
1153,8701,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,27,0.0
1154,14281,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Funded Startup,4,146,0.0
1155,1968,city_104,0.924,Male,Has relevant experience,No enrollment,Phd,STEM,21,50-99,Funded Startup,2,4,0.0
1156,742,city_160,0.92,Female,Has relevant experience,Full time course,High School,Unknown,4,10000+,Pvt Ltd,1,50,1.0
1157,17953,city_16,0.91,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,86,0.0
1158,660,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Funded Startup,5,37,0.0
1159,10829,city_102,0.804,Unknown,Has relevant experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,192,0.0
1160,14159,city_133,0.742,Male,No relevant experience,No enrollment,Graduate,STEM,12,50-99,Pvt Ltd,5,8,0.0
1161,13603,city_16,0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,12,100-500,Unknown,1,17,0.0
1162,18232,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,3,42,0.0
1163,14574,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,0,0-10,Pvt Ltd,1,224,0.0
1164,24725,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,32,0.0
1165,10737,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,30,0.0
1166,15141,city_138,0.836,Male,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Pvt Ltd,3,105,0.0
1167,25308,city_128,0.527,Female,No relevant experience,No enrollment,Graduate,STEM,0,50-99,Early Stage Startup,0,81,1.0
1168,23084,city_102,0.804,Male,Has relevant experience,No enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,90,1.0
1169,25465,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,200,0.0
1170,12340,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Funded Startup,2,21,0.0
1171,15589,city_65,0.802,Male,Has relevant experience,No enrollment,Masters,STEM,7,100-500,Unknown,1,14,0.0
1172,129,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,5000-9999,Public Sector,5,130,0.0
1173,19641,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,0,60,1.0
1175,4166,city_98,0.949,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,105,1.0
1176,14586,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,86,0.0
1177,21822,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,51,1.0
1178,2415,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Unknown,5,228,1.0
1180,30373,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,3,129,0.0
1181,1135,city_104,0.924,Male,Has relevant experience,No enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,83,1.0
1182,29230,city_46,0.762,Male,Has relevant experience,Part time course,Masters,STEM,10,10000+,Pvt Ltd,5,3,1.0
1183,16972,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,5,27,0.0
1184,25730,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,58,0.0
1185,17021,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,100-500,Funded Startup,1,102,0.0
1186,19032,city_159,0.843,Male,No relevant experience,No enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,89,0.0
1187,6154,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,1,68,0.0
1188,2744,city_16,0.91,Male,Has relevant experience,No enrollment,High School,Unknown,19,500-999,Pvt Ltd,1,38,0.0
1189,621,city_136,0.897,Male,No relevant experience,No enrollment,Graduate,STEM,1,Unknown,Unknown,1,18,1.0
1191,13621,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,0-10,Early Stage Startup,1,121,0.0
1192,19202,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,26,0.0
1193,29010,city_21,0.624,Male,Has relevant experience,Full time course,Masters,STEM,2,10000+,Pvt Ltd,1,23,0.0
1194,3606,city_103,0.92,Male,No relevant experience,Full time course,High School,Unknown,7,10-49,Pvt Ltd,1,88,1.0
1195,22214,city_167,0.921,Unknown,No relevant experience,No enrollment,Primary School,Unknown,6,0-10,Pvt Ltd,3,34,0.0
1196,16245,city_158,0.7659999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,26,0.0
1197,30639,city_160,0.92,Other,Has relevant experience,Part time course,Graduate,Humanities,8,50-99,NGO,1,306,0.0
1198,28365,city_16,0.91,Female,Has relevant experience,No enrollment,Masters,STEM,10,Unknown,Pvt Ltd,1,15,0.0
1201,12846,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,25,1.0
1202,25038,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,182,0.0
1204,6465,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,19,50-99,Pvt Ltd,2,56,0.0
1205,13836,city_138,0.836,Male,Has relevant experience,No enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,13,0.0
1206,30399,city_114,0.926,Male,No relevant experience,No enrollment,High School,Unknown,2,100-500,Pvt Ltd,1,42,0.0
1207,27949,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,2,5,1.0
1208,27512,city_16,0.91,Female,Has relevant experience,No enrollment,Masters,STEM,5,10-49,Pvt Ltd,1,57,1.0
1209,22507,city_123,0.738,Male,Has relevant experience,No enrollment,Graduate,Other,8,100-500,NGO,1,91,1.0
1211,23663,city_150,0.698,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,128,1.0
1212,30907,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,1,58,0.0
1213,30023,city_45,0.89,Male,No relevant experience,Full time course,High School,Unknown,2,100-500,Pvt Ltd,1,194,1.0
1214,22045,city_10,0.895,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,280,1.0
1215,2209,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,61,1.0
1217,28498,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,Arts,4,500-999,Pvt Ltd,2,18,1.0
1218,1179,city_160,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,6,10-49,Unknown,1,43,1.0
1221,31228,city_21,0.624,Male,No relevant experience,Full time course,High School,Unknown,3,Unknown,Pvt Ltd,0,97,0.0
1222,11642,city_114,0.926,Male,Has relevant experience,No enrollment,Unknown,Unknown,8,100-500,Pvt Ltd,5,62,0.0
1223,14477,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,55,0.0
1224,25737,city_114,0.926,Other,No relevant experience,Full time course,High School,Unknown,5,100-500,Public Sector,1,15,0.0
1225,21032,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,Unknown,2,58,0.0
1226,30770,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,20,0.0
1227,28733,city_71,0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Pvt Ltd,3,33,0.0
1228,26032,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,Unknown,0,74,0.0
1229,2421,city_21,0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,10,0.0
1230,6027,city_103,0.92,Female,No relevant experience,No enrollment,Phd,STEM,6,100-500,Funded Startup,2,40,1.0
1232,20956,city_136,0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,36,0.0
1233,26068,city_93,0.865,Male,Has relevant experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,5,218,0.0
1234,20179,city_114,0.926,Unknown,No relevant experience,Part time course,Graduate,STEM,6,0-10,Pvt Ltd,2,11,0.0
1235,32956,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,4,10000+,Pvt Ltd,1,51,0.0
1236,12570,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,83,1.0
1237,7689,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,31,0.0
1239,8447,city_159,0.843,Unknown,Has relevant experience,No enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,2,112,1.0
1241,4066,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,56,1.0
1242,613,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,10,100-500,Public Sector,4,34,1.0
1243,12437,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,2,45,1.0
1244,20917,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,Unknown,1,6,0.0
1245,12505,city_21,0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,2,90,0.0
1247,6642,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,Other,4,100-500,Pvt Ltd,2,144,0.0
1248,8562,city_103,0.92,Male,No relevant experience,No enrollment,Masters,STEM,7,5000-9999,Public Sector,1,47,0.0
1249,13030,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,48,0.0
1250,33291,city_76,0.698,Male,No relevant experience,No enrollment,Graduate,STEM,10,10-49,Early Stage Startup,1,3,1.0
1251,10469,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,12,1.0
1252,30777,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,6,0.0
1254,3879,city_23,0.899,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Funded Startup,4,54,0.0
1255,16255,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,20,0.0
1256,5050,city_67,0.855,Female,No relevant experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,34,0.0
1257,4273,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,Unknown,5,15,1.0
1258,14867,city_36,0.893,Male,Has relevant experience,No enrollment,Masters,STEM,11,500-999,Pvt Ltd,0,40,0.0
1259,16180,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Unknown,Unknown,1,14,1.0
1260,8491,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,0-10,Early Stage Startup,1,9,0.0
1261,23514,city_114,0.926,Unknown,No relevant experience,No enrollment,High School,Unknown,5,500-999,Public Sector,3,43,0.0
1262,14398,city_123,0.738,Male,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,192,1.0
1263,11444,city_90,0.698,Unknown,No relevant experience,No enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,210,1.0
1264,22303,city_16,0.91,Female,Has relevant experience,No enrollment,Phd,STEM,11,Unknown,Unknown,0,24,0.0
1265,7391,city_118,0.722,Male,Has relevant experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,16,0.0
1266,9195,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,129,0.0
1267,7519,city_103,0.92,Male,No relevant experience,Full time course,Masters,Humanities,8,0-10,Public Sector,4,56,0.0
1269,24683,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,17,50-99,Pvt Ltd,5,56,0.0
1270,27067,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,Unknown,0,28,1.0
1271,11327,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,12,1000-4999,Public Sector,5,17,0.0
1273,31349,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,276,0.0
1274,30739,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,10,0-10,Pvt Ltd,1,6,0.0
1275,32141,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,100-500,Funded Startup,3,61,0.0
1277,16286,city_46,0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,Unknown,5,7,1.0
1279,16782,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,256,0.0
1282,13883,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,Humanities,9,50-99,Pvt Ltd,1,7,0.0
1283,21673,city_36,0.893,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,57,0.0
1284,24268,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,97,0.0
1286,31533,city_114,0.926,Male,No relevant experience,No enrollment,High School,Unknown,6,50-99,Pvt Ltd,4,46,0.0
1287,23172,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,103,0.0
1288,1647,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,5000-9999,NGO,2,23,1.0
1289,1276,city_23,0.899,Male,Has relevant experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,36,0.0
1290,19942,city_149,0.6890000000000001,Female,No relevant experience,Full time course,Masters,STEM,9,Unknown,Unknown,0,10,0.0
1291,26888,city_74,0.579,Unknown,Has relevant experience,Full time course,Graduate,STEM,2,500-999,NGO,2,51,1.0
1292,11667,city_28,0.939,Unknown,No relevant experience,No enrollment,Graduate,Humanities,9,50-99,Public Sector,0,16,0.0
1293,3890,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Early Stage Startup,1,22,0.0
1294,17267,city_105,0.794,Male,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,Unknown,0,74,0.0
1295,4934,city_160,0.92,Other,Has relevant experience,No enrollment,Graduate,STEM,11,100-500,NGO,1,113,0.0
1296,2752,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,86,1.0
1298,5817,city_61,0.913,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,112,1.0
1299,27952,city_21,0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,12,0.0
1301,2358,city_11,0.55,Male,Has relevant experience,Full time course,Graduate,STEM,7,0-10,Early Stage Startup,1,11,0.0
1302,7645,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,10,10000+,Public Sector,1,30,0.0
1303,15411,city_61,0.913,Male,Has relevant experience,No enrollment,Masters,STEM,12,10000+,Pvt Ltd,5,27,1.0
1304,32727,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,11,0-10,Pvt Ltd,2,38,0.0
1305,32693,city_40,0.7759999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,4,312,1.0
1306,471,city_103,0.92,Unknown,Has relevant experience,Full time course,Graduate,STEM,8,0-10,Public Sector,2,32,0.0
1308,31991,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,10,50-99,Funded Startup,1,125,0.0
1309,16212,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,152,1.0
1310,22477,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,49,1.0
1311,11514,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,18,1.0
1312,28290,city_103,0.92,Male,No relevant experience,Part time course,Masters,STEM,21,10000+,Pvt Ltd,5,36,0.0
1313,11473,city_16,0.91,Female,Has relevant experience,No enrollment,Phd,STEM,17,50-99,Pvt Ltd,2,74,0.0
1314,28584,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Funded Startup,1,134,0.0
1315,9209,city_121,0.7809999999999999,Other,Has relevant experience,No enrollment,Graduate,STEM,0,50-99,Funded Startup,1,62,0.0
1317,30158,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,0,22,0.0
1318,18492,city_116,0.743,Female,No relevant experience,Full time course,Masters,STEM,4,Unknown,Unknown,1,131,0.0
1319,18940,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,31,0.0
1320,30512,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,156,0.0
1321,19654,city_21,0.624,Female,Has relevant experience,Full time course,Masters,STEM,4,500-999,Pvt Ltd,1,314,0.0
1322,16577,city_114,0.926,Male,No relevant experience,Full time course,Graduate,STEM,5,0-10,Pvt Ltd,1,102,0.0
1323,17836,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,22,0.0
1327,30965,city_114,0.926,Male,No relevant experience,Full time course,High School,Unknown,4,500-999,Pvt Ltd,1,63,1.0
1329,20419,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,42,0.0
1330,27143,city_2,0.7879999999999999,Male,Has relevant experience,Full time course,Masters,STEM,7,Unknown,Unknown,3,25,0.0
1331,33134,city_46,0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,4,0-10,Pvt Ltd,4,108,0.0
1332,21657,city_57,0.866,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,64,0.0
1333,14255,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,Arts,10,50-99,Pvt Ltd,2,81,0.0
1334,11728,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,10,100-500,Pvt Ltd,5,23,0.0
1335,915,city_103,0.92,Unknown,Has relevant experience,No enrollment,Masters,Humanities,16,1000-4999,Pvt Ltd,1,11,1.0
1336,7987,city_127,0.745,Male,Has relevant experience,Full time course,Graduate,STEM,5,Unknown,Unknown,2,17,0.0
1337,25241,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,100-500,Pvt Ltd,5,14,0.0
1338,18483,city_23,0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Unknown,Unknown,1,18,0.0
1340,31668,city_67,0.855,Male,Has relevant experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,1,100,0.0
1341,22870,city_10,0.895,Male,Has relevant experience,No enrollment,Graduate,Other,8,50-99,Early Stage Startup,1,10,1.0
1342,13142,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,100-500,Pvt Ltd,5,36,1.0
1343,11481,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,62,0.0
1344,1679,city_103,0.92,Unknown,Has relevant experience,No enrollment,Masters,Humanities,21,100-500,Pvt Ltd,1,90,0.0
1345,15849,city_114,0.926,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,31,1.0
1346,22392,city_19,0.682,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,Unknown,0,139,0.0
1348,5296,city_114,0.926,Male,Has relevant experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,3,151,0.0
1349,25329,city_136,0.897,Unknown,Has relevant experience,No enrollment,Graduate,Other,10,10-49,Pvt Ltd,1,4,0.0
1351,5780,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,11,10000+,Pvt Ltd,4,64,1.0
1352,14767,city_71,0.884,Male,Has relevant experience,Part time course,Graduate,STEM,3,0-10,Pvt Ltd,2,6,1.0
1353,7926,city_21,0.624,Female,No relevant experience,No enrollment,Masters,STEM,3,100-500,Unknown,1,14,0.0
1354,32606,city_16,0.91,Male,No relevant experience,Full time course,High School,Unknown,11,0-10,Pvt Ltd,3,26,0.0
1355,30295,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,26,0.0
1356,2436,city_67,0.855,Male,Has relevant experience,Full time course,High School,Unknown,11,100-500,Pvt Ltd,3,53,0.0
1357,12407,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,152,0.0
1358,5509,city_99,0.915,Female,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,1,29,0.0
1359,33300,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,15,50-99,Pvt Ltd,5,2,0.0
1361,23562,city_53,0.74,Other,No relevant experience,Part time course,High School,Unknown,2,50-99,Unknown,1,4,0.0
1362,27420,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0,112,1.0
1363,15974,city_103,0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,68,1.0
1365,12453,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,10000+,Pvt Ltd,5,15,1.0
1366,21071,city_90,0.698,Unknown,No relevant experience,No enrollment,Masters,STEM,11,100-500,Pvt Ltd,4,160,1.0
